date,product_type,units_demanded,total_revenue,demand_lag_1,demand_lag_7,demand_lag_14,demand_lag_30,rolling_mean_7,rolling_std_7,day_of_week,month,is_weekend
2023-05-08,Furniture,229,48552.43,154,183,179,156,113.71428571428572,72.20737332090654,0,5,0
2023-05-08,Headphones,82,23030.29,130,101,44,111,128.71428571428572,60.69517906641979,0,5,0
2023-05-08,Jacket,110,30582.47,68,101,89,116,127.14285714285714,62.31754319993843,0,5,0
2023-05-08,Jeans,73,16327.36,49,93,78,90,110.57142857142856,65.89349270567152,0,5,0
2023-05-08,Juice,185,48411.59,201,185,175,126,133.42857142857142,65.48754879837118,0,5,0
2023-05-08,Kitchen,53,14839.66,95,78,68,117,114.71428571428572,51.941358876186186,0,5,0
2023-05-08,Laptop,67,17959.03,43,66,131,107,105.71428571428572,58.718862062413706,0,5,0
2023-05-08,Lighting,102,30893.42,108,56,75,61,99.14285714285714,54.86173095892556,0,5,0
2023-05-08,Literature,74,15306.86,97,56,86,77,94.42857142857144,53.15968755506741,0,5,0
2023-05-08,Mitsubishi 1.5 Ton 3 Star Split AC,88,25889.56,102,92,124,110,99.28571428571428,51.8803568662691,0,5,0
2023-05-08,Non-Fiction,313,76547.48,209,262,236,290,122.14285714285714,60.55418667449448,0,5,0
2023-05-08,Shirt,97,25982.11,108,121,72,97,108.85714285714286,49.576300021376426,0,5,0
2023-05-08,Shoes,216,58322.45,182,168,150,208,121.28571428571428,56.01105333091047,0,5,0
2023-05-08,Shorts,145,32999.0,106,96,101,54,130.28571428571428,45.38984572829141,0,5,0
2023-05-08,Smartphone,255,56813.88,258,222,302,229,151.71428571428572,64.49990771495793,0,5,0
2023-05-08,Snacks,105,20990.32,131,121,65,103,156.57142857142858,60.87105810059249,0,5,0
2023-05-08,Soft Drink,206,54651.86,243,141,134,228,176.71428571428572,63.09176989569573,0,5,0
2023-05-08,T-shirt,160,38167.63,132,209,125,167,165.71428571428572,63.23689399318054,0,5,0
2023-05-08,Tablet,198,52851.43,260,150,219,135,187.42857142857144,66.14594253834245,0,5,0
2023-05-08,Television,180,54549.4,127,154,215,169,179.57142857142858,70.04964226141608,0,5,0
2023-05-08,Thriller,76,18096.3,71,70,87,52,174.57142857142858,77.07324901861672,0,5,0
2023-05-08,Tools,119,29096.09,112,116,115,121,153.71428571428572,70.18004057592219,0,5,0
2023-05-08,Water,336,91192.06,343,357,402,262,184.0,98.6948158044112,0,5,0
2023-05-09,Bathroom,65,14560.32,86,67,38,78,161.57142857142858,100.86766436418417,1,5,0
2023-05-09,Bedding,92,23340.61,78,61,71,86,153.85714285714286,105.46631147974622,1,5,0
2023-05-09,BlueStar AC,21,4227.13,57,25,29,29,124.85714285714286,99.13530916787175,1,5,0
2023-05-09,Children's,63,12602.8,74,68,81,69,117.28571428571428,100.9516621717448,1,5,0
2023-05-09,Chocolate,111,27330.72,69,91,105,66,117.0,101.10720383170856,1,5,0
2023-05-09,Coffee,52,8121.9,62,90,139,75,109.85714285714286,103.26249492019286,1,5,0
2023-05-09,Decorations,169,50279.22,228,156,164,189,93.42857142857144,60.127246022794985,1,5,0
2023-05-09,Dress,110,27670.49,75,67,44,119,91.85714285714286,60.49635959137975,1,5,0
2023-05-09,Fiction,285,61150.87,239,248,230,293,114.85714285714286,81.35811488193943,1,5,0
2023-05-09,Fridge,134,34917.01,94,121,131,69,120.14285714285714,78.10981280954944,1,5,0
2023-05-09,Furniture,197,53313.53,229,175,141,153,142.28571428571428,84.55316726910996,1,5,0
2023-05-09,Headphones,97,26569.71,82,71,109,115,144.14285714285714,82.79981596482878,1,5,0
2023-05-09,Jacket,52,12084.24,110,119,74,146,151.0,76.62027581956787,1,5,0
2023-05-09,Jeans,56,12360.37,73,79,93,92,128.85714285714286,72.96900842464687,1,5,0
2023-05-09,Juice,154,32614.11,185,156,165,109,144.57142857142858,71.262091705799,1,5,0
2023-05-09,Kitchen,93,24379.29,53,83,73,94,118.0,64.54455825241968,1,5,0
2023-05-09,Laptop,132,43273.93,67,96,132,106,114.14285714285714,66.97867464456769,1,5,0
2023-05-09,Lighting,64,17307.96,102,124,78,73,96.0,43.90899680020031,1,5,0
2023-05-09,Literature,145,34804.67,74,121,93,110,94.85714285714286,44.43507837819342,1,5,0
2023-05-09,Mitsubishi 1.5 Ton 3 Star Split AC,118,28249.8,88,105,121,111,91.71428571428572,43.96102169617343,1,5,0
2023-05-09,Non-Fiction,274,68258.65,313,253,259,254,126.0,93.08061022576074,1,5,0
2023-05-09,Shirt,81,19780.76,97,66,108,116,113.42857142857144,89.66392277621499,1,5,0
2023-05-09,Shoes,193,56324.84,216,236,191,157,136.71428571428572,92.476509243725,1,5,0
2023-05-09,Shorts,93,23604.71,145,53,108,128,147.85714285714286,87.22657961009466,1,5,0
2023-05-09,Smartphone,249,64599.66,255,273,300,266,169.71428571428572,92.81112412800928,1,5,0
2023-05-09,Snacks,73,18145.05,105,55,75,32,174.14285714285714,88.1030241089535,1,5,0
2023-05-09,Soft Drink,160,40467.61,206,114,188,149,191.0,79.76841480184987,1,5,0
2023-05-09,T-shirt,162,42240.15,160,196,188,195,169.14285714285714,59.035098518956026,1,5,0
2023-05-09,Tablet,165,53412.02,198,155,155,253,183.57142857142856,50.13600550122667,1,5,0
2023-05-09,Television,228,57427.21,180,234,149,216,178.42857142857142,48.05849610234419,1,5,0
2023-05-09,Thriller,80,21430.91,76,86,73,120,168.57142857142858,61.30757740784604,1,5,0
2023-05-09,Tools,78,15732.2,119,108,62,106,149.14285714285714,49.82779870523596,1,5,0
2023-05-09,Water,336,84987.42,336,412,316,370,182.14285714285717,81.89511294216223,1,5,0
2023-05-10,Bathroom,77,24943.78,65,102,84,92,162.0,91.79143024632886,2,5,0
2023-05-10,Bedding,92,28106.48,92,63,101,86,152.28571428571428,95.5592561114381,2,5,0
2023-05-10,BlueStar AC,23,7385.120000000001,21,42,26,66,127.0,104.4509454241559,2,5,0
2023-05-10,Children's,81,21580.51,63,72,64,89,110.28571428571428,103.9161750093383,2,5,0
2023-05-10,Chocolate,68,13317.91,111,140,76,129,115.28571428571428,102.82787281944242,2,5,0
2023-05-10,Coffee,76,22649.06,52,120,98,82,105.71428571428572,105.50784218201396,2,5,0
2023-05-10,Decorations,162,35282.28,169,180,110,209,81.85714285714286,47.92504067613845,2,5,0
2023-05-10,Dress,89,21565.72,110,88,65,122,88.28571428571429,48.3036033359634,2,5,0
2023-05-10,Fiction,280,70716.54,285,268,227,248,115.85714285714286,88.84523729765253,2,5,0
2023-05-10,Fridge,136,33707.89,134,110,138,63,132.0,78.38792424006813,2,5,0
2023-05-10,Furniture,199,43574.85,197,141,220,175,151.14285714285714,75.01872782052169,2,5,0
2023-05-10,Headphones,88,22935.44,97,68,100,97,149.14285714285714,76.44045301502895,2,5,0
2023-05-10,Jacket,126,32597.66,52,38,50,91,149.14285714285714,76.44045301502895,2,5,0
2023-05-10,Jeans,82,20868.56,56,98,63,75,133.0,83.18253021718759,2,5,0
2023-05-10,Juice,184,39849.14,154,151,159,186,139.28571428571428,82.8164924913596,2,5,0
2023-05-10,Kitchen,99,33155.740000000005,93,47,74,98,111.85714285714286,52.90692636264985,2,5,0
2023-05-10,Laptop,93,25236.16,132,75,75,115,111.57142857142856,52.77264803809239,2,5,0
2023-05-10,Lighting,131,30610.41,64,68,72,77,92.57142857142856,39.04637047945744,2,5,0
2023-05-10,Literature,111,21649.7,145,117,88,136,99.42857142857144,43.87048036685996,2,5,0
2023-05-10,Mitsubishi 1.5 Ton 3 Star Split AC,119,36458.56,118,134,143,112,108.85714285714286,38.7746849178196,2,5,0
2023-05-10,Non-Fiction,308,77644.96,274,264,292,246,140.0,66.72081134598605,2,5,0
2023-05-10,Shirt,110,32923.7,81,84,94,82,129.57142857142858,69.8017601087946,2,5,0
2023-05-10,Shoes,232,63865.0,193,174,198,202,143.85714285714286,71.28681171022814,2,5,0
2023-05-10,Shorts,78,19020.25,93,95,38,58,138.28571428571428,73.84604319283525,2,5,0
2023-05-10,Smartphone,357,86659.29,249,249,267,333,164.71428571428572,75.90501583275919,2,5,0
2023-05-10,Snacks,111,26135.550000000003,73,61,124,95,154.42857142857142,83.5181759516197,2,5,0
2023-05-10,Soft Drink,133,29921.620000000003,160,97,222,130,160.42857142857142,81.95904900793876,2,5,0
2023-05-10,T-shirt,182,53626.28,162,157,111,208,144.42857142857142,65.33977130573467,2,5,0
2023-05-10,Tablet,229,61352.37,165,126,131,201,156.42857142857142,59.17166310224605,2,5,0
2023-05-10,Television,200,45645.02,228,166,275,191,161.42857142857142,64.05429244751966,2,5,0
2023-05-10,Thriller,87,22453.32,80,94,128,138,159.57142857142858,66.51029279456706,2,5,0
2023-05-10,Tools,128,27828.91,78,53,75,70,135.14285714285714,59.1901697115001,2,5,0
2023-05-10,Water,366,82903.12,336,391,344,414,172.71428571428572,89.08930778665167,2,5,0
2023-05-11,Bathroom,98,20784.15,77,99,63,118,160.85714285714286,96.29542836401691,3,5,0
2023-05-11,Bedding,63,17470.100000000002,92,60,45,69,150.85714285714286,99.7303507320758,3,5,0
2023-05-11,BlueStar AC,49,11550.74,23,33,40,23,130.57142857142858,110.26008214347432,3,5,0
2023-05-11,Children's,116,32830.7,81,126,113,117,109.57142857142856,102.32441406763934,3,5,0
2023-05-11,Chocolate,71,18952.73,68,74,45,85,107.85714285714286,103.00069347894144,3,5,0
2023-05-11,Coffee,94,30028.43,76,79,67,93,107.57142857142856,103.10004387787156,3,5,0
2023-05-11,Decorations,134,30367.81,162,205,234,145,82.71428571428571,41.3025999412235,3,5,0
2023-05-11,Dress,93,27070.28,89,123,52,70,84.42857142857143,41.27492032238271,3,5,0
2023-05-11,Fiction,294,76738.85,280,294,250,284,111.28571428571428,85.01316424670998,3,5,0
2023-05-11,Fridge,112,23272.96,136,59,133,119,127.42857142857144,75.67002300087117,3,5,0
2023-05-11,Furniture,151,42338.58,199,111,198,180,144.28571428571428,76.73919964336838,3,5,0
2023-05-11,Headphones,89,18904.42,88,128,94,64,147.14285714285714,73.73924457489498,3,5,0
2023-05-11,Jacket,79,19613.04,126,65,78,61,154.28571428571428,67.8889148676332,3,5,0
2023-05-11,Jeans,92,16200.91,82,58,84,126,142.85714285714286,72.92102708050798,3,5,0
2023-05-11,Juice,231,58005.44,184,152,189,183,156.42857142857142,70.00918307112076,3,5,0
2023-05-11,Kitchen,93,20562.58,99,101,106,83,130.57142857142858,46.10805115109909,3,5,0
2023-05-11,Laptop,83,16534.39,93,103,88,65,124.42857142857144,48.08623206579721,3,5,0
2023-05-11,Lighting,71,16663.16,131,71,95,83,114.71428571428572,35.81300641626474,3,5,0
2023-05-11,Literature,91,27040.91,111,93,80,137,118.0,33.96076167186661,3,5,0
2023-05-11,Mitsubishi 1.5 Ton 3 Star Split AC,141,40896.56,119,80,125,65,117.0,33.78855822118868,3,5,0
2023-05-11,Non-Fiction,225,57642.77,308,293,277,308,149.28571428571428,76.16804729393695,3,5,0
2023-05-11,Shirt,90,24491.37,110,77,115,138,138.71428571428572,75.68072032275734,3,5,0
2023-05-11,Shoes,154,41900.62,232,213,119,148,157.71428571428572,80.58476755507054,3,5,0
2023-05-11,Shorts,54,8605.29,78,104,65,73,155.57142857142858,82.76242533673741,3,5,0
2023-05-11,Smartphone,273,72445.54,357,400,286,292,187.8571428571429,110.88346521074656,3,5,0
2023-05-11,Snacks,55,10683.31,111,104,105,80,187.8571428571429,110.88346521074656,3,5,0
2023-05-11,Soft Drink,198,52008.96,133,177,225,115,189.8571428571429,109.55277049810064,3,5,0
2023-05-11,T-shirt,205,58317.73,182,215,160,174,171.85714285714286,96.47698960793454,3,5,0
2023-05-11,Tablet,189,51295.62,229,142,167,158,188.8571428571429,94.2185908254992,3,5,0
2023-05-11,Television,250,74527.23,200,216,189,154,184.28571428571428,92.53776577829228,3,5,0
2023-05-11,Thriller,112,20314.78,87,94,100,67,185.57142857142856,90.8622714934662,3,5,0
2023-05-11,Tools,79,25495.16,128,96,78,111,152.85714285714286,51.59272743138813,3,5,0
2023-05-11,Water,286,73044.54,366,326,350,351,189.28571428571428,91.61461725749923,3,5,0
2023-05-12,Bathroom,66,19557.85,98,48,73,65,184.28571428571428,96.04636777049272,4,5,0
2023-05-12,Bedding,93,23752.0,63,57,47,71,167.28571428571428,106.48272831108063,4,5,0
2023-05-12,BlueStar AC,39,14319.06,49,44,40,13,141.57142857142858,110.74423558039354,4,5,0
2023-05-12,Children's,48,9850.56,116,107,79,116,129.57142857142858,107.87161681501628,4,5,0
2023-05-12,Chocolate,93,24348.54,71,58,101,80,127.28571428571428,109.08668462238984,4,5,0
2023-05-12,Coffee,48,18633.05,94,55,103,94,122.42857142857144,109.80415466161728,4,5,0
2023-05-12,Decorations,176,41539.11,134,153,110,152,89.28571428571429,30.164627660635077,4,5,0
2023-05-12,Dress,149,37003.62,93,111,100,92,88.57142857142857,29.98253459853536,4,5,0
2023-05-12,Fiction,295,89808.11,294,213,298,232,121.57142857142856,80.95030809671059,4,5,0
2023-05-12,Fridge,94,19114.55,112,112,113,82,130.57142857142858,74.80609855454544,4,5,0
2023-05-12,Furniture,172,51041.78,151,100,192,149,135.57142857142858,74.83951082785326,4,5,0
2023-05-12,Headphones,82,18406.22,89,87,141,140,138.14285714285714,72.52454428543145,4,5,0
2023-05-12,Jacket,78,16982.32,79,129,81,140,136.0,74.24733440781999,4,5,0
2023-05-12,Jeans,66,19495.37,92,130,78,90,130.0,76.10957013849605,4,5,0
2023-05-12,Juice,159,50865.42,231,136,146,154,149.71428571428572,82.5302253434345,4,5,0
2023-05-12,Kitchen,56,16426.39,93,117,129,57,121.0,53.99691349203815,4,5,0
2023-05-12,Laptop,81,18567.13,83,58,73,87,116.85714285714286,55.88210378832841,4,5,0
2023-05-12,Lighting,74,19644.3,71,137,81,100,105.42857142857144,55.916178764459865,4,5,0
2023-05-12,Literature,164,48208.3,91,116,89,85,105.71428571428572,55.82327556887073,4,5,0
2023-05-12,Mitsubishi 1.5 Ton 3 Star Split AC,35,6691.59,141,92,100,35,114.57142857142856,55.79682530651452,4,5,0
2023-05-12,Non-Fiction,286,66830.75,225,278,313,262,133.57142857142858,68.1147491195485,4,5,0
2023-05-12,Shirt,119,33726.93,90,96,104,71,113.42857142857144,53.85739547749252,4,5,0
2023-05-12,Shoes,195,45830.57,154,182,138,189,122.14285714285714,54.92549065606523,4,5,0
2023-05-12,Shorts,52,9065.53,54,114,72,60,118.0,59.29024652785075,4,5,0
2023-05-12,Smartphone,337,77112.03,273,260,314,300,146.85714285714286,78.6117645382007,4,5,0
2023-05-12,Snacks,84,25572.2,55,19,67,109,141.71428571428572,83.87632619063665,4,5,0
2023-05-12,Soft Drink,204,54654.25,198,197,193,135,149.85714285714286,86.52057283565284,4,5,0
2023-05-12,T-shirt,150,47325.99,205,181,189,134,147.0,83.91662528962891,4,5,0
2023-05-12,Tablet,166,44645.45,189,133,212,197,161.14285714285714,81.00088182941494,4,5,0
2023-05-12,Television,250,62324.29,250,242,192,220,174.85714285714286,87.45937832584248,4,5,0
2023-05-12,Thriller,121,26443.51,112,101,55,77,183.14285714285717,76.11269839614704,4,5,0
2023-05-12,Tools,75,14995.21,79,94,40,102,155.42857142857142,73.20486582838852,4,5,0
2023-05-12,Water,343,84976.82,286,306,418,420,188.42857142857144,72.44965411202713,4,5,0
2023-05-13,Bathroom,76,21529.3,66,83,79,71,169.57142857142858,85.53918623036093,5,5,1
2023-05-13,Bedding,128,34865.37,93,128,128,81,153.57142857142858,88.23993265118519,5,5,1
2023-05-13,BlueStar AC,32,9051.94,39,35,46,19,132.14285714285714,96.0684279935028,5,5,1
2023-05-13,Children's,112,29180.61,48,113,89,111,103.28571428571428,84.39532823901689,5,5,1
2023-05-13,Chocolate,137,35594.02,93,75,108,88,100.57142857142856,84.37388447234342,5,5,1
2023-05-13,Coffee,87,17772.18,48,39,123,124,96.14285714285714,86.48203777168314,5,5,1
2023-05-13,Decorations,187,48471.97,176,104,163,251,80.42857142857143,47.39499672207693,5,5,1
2023-05-13,Dress,89,21834.42,149,75,95,158,92.28571428571428,53.20937976746267,5,5,1
2023-05-13,Fiction,325,85687.62,295,262,283,335,121.14285714285714,93.31921661949464,5,5,1
2023-05-13,Fridge,120,30627.33,94,126,166,54,129.0,87.37657962329862,5,5,1
2023-05-13,Furniture,203,57667.45,172,127,211,171,146.71428571428572,80.51855745875031,5,5,1
2023-05-13,Headphones,56,15465.8,82,110,111,63,145.14285714285714,81.83810964627769,5,5,1
2023-05-13,Jacket,81,14606.39,78,73,71,104,149.42857142857142,76.5154824046678,5,5,1
2023-05-13,Jeans,97,23315.11,66,60,84,90,133.71428571428572,81.29517059398263,5,5,1
2023-05-13,Juice,196,50807.47,159,185,170,167,135.14285714285714,81.6954273943336,5,5,1
2023-05-13,Kitchen,123,36221.6,56,94,103,68,101.0,45.8148447558209,5,5,1
2023-05-13,Laptop,154,37240.75,81,86,163,72,99.14285714285714,46.40556206400435,5,5,1
2023-05-13,Lighting,145,35068.7,74,125,106,102,85.14285714285714,33.844884258572336,5,5,1
2023-05-13,Literature,60,20324.28,164,48,93,84,96.85714285714286,44.945999345245696,5,5,1
2023-05-13,Mitsubishi 1.5 Ton 3 Star Split AC,85,22451.0,35,137,85,94,90.71428571428572,50.54276831131627,5,5,1
2023-05-13,Non-Fiction,265,80833.92,286,211,317,274,122.14285714285714,87.5012925074605,5,5,1
2023-05-13,Shirt,86,23476.79,119,106,113,87,116.42857142857144,85.98615613934035,5,5,1
2023-05-13,Shoes,206,55422.12,195,142,149,158,136.28571428571428,85.75491100750287,5,5,1
2023-05-13,Shorts,102,30210.99,52,113,76,91,132.14285714285714,89.49008990092794,5,5,1
2023-05-13,Smartphone,182,49083.43,337,253,272,343,169.71428571428572,113.10425026749176,5,5,1
2023-05-13,Snacks,59,15595.17,84,67,114,58,158.28571428571428,117.72526532243651,5,5,1
2023-05-13,Soft Drink,167,41528.67,204,129,162,172,182.42857142857144,104.85363948993712,5,5,1
2023-05-13,T-shirt,210,54661.06,150,202,149,169,163.0,94.5586237914518,5,5,1
2023-05-13,Tablet,176,46394.94,166,145,142,152,169.71428571428572,92.56117668100062,5,5,1
2023-05-13,Television,126,26686.56,250,126,148,167,177.57142857142858,97.27942081594492,5,5,1
2023-05-13,Thriller,135,29446.01,121,48,86,123,187.42857142857144,85.17796495740963,5,5,1
2023-05-13,Tools,53,13940.94,75,83,79,111,150.0,63.23764701504935,5,5,1
2023-05-13,Water,425,123208.2,343,329,430,291,187.0,88.79189152169239,5,5,1
2023-05-14,Bathroom,74,18575.24,76,82,106,124,168.71428571428572,97.4640348807604,6,5,1
2023-05-14,Bedding,131,36740.65,128,125,127,96,165.57142857142858,98.51710028020024,6,5,1
2023-05-14,BlueStar AC,37,8484.76,32,24,25,35,146.42857142857142,110.68703197583278,6,5,1
2023-05-14,Children's,80,24530.68,112,76,100,96,126.71428571428572,101.0341762073841,6,5,1
2023-05-14,Chocolate,49,11583.81,137,25,141,48,129.0,101.064335944981,6,5,1
2023-05-14,Coffee,50,12032.05,87,79,68,89,130.71428571428572,100.09281407059854,6,5,1
2023-05-14,Decorations,167,36756.75,187,165,185,192,108.42857142857144,49.560929312167744,6,5,1
2023-05-14,Dress,111,25264.63,89,41,118,92,110.28571428571428,48.37256207711905,6,5,1
2023-05-14,Fiction,228,43607.79,325,226,227,279,138.42857142857142,95.11722091338508,6,5,1
2023-05-14,Fridge,78,22759.49,120,106,108,152,151.0,83.85503363941042,6,5,1
2023-05-14,Furniture,170,49564.89,203,154,122,128,164.0,83.85503363941044,6,5,1
2023-05-14,Headphones,100,22704.96,56,130,84,78,152.42857142857142,93.26281349472772,6,5,1
2023-05-14,Jacket,86,26225.81,81,68,62,65,151.57142857142858,93.98910777825463,6,5,1
2023-05-14,Jeans,39,6225.610000000001,97,49,139,122,138.71428571428572,94.48935440163656,6,5,1
2023-05-14,Juice,178,39865.03,196,201,239,189,154.0,93.75855516520429,6,5,1
2023-05-14,Kitchen,98,29964.89,123,95,60,81,125.14285714285714,55.729790272434165,6,5,1
2023-05-14,Laptop,31,7537.52,154,43,85,97,130.0,56.68039049500844,6,5,1
2023-05-14,Lighting,127,40932.54,145,108,87,40,121.71428571428572,47.769286805485535,6,5,1
2023-05-14,Literature,52,17271.11,60,97,96,74,122.28571428571428,46.86759465314389,6,5,1
2023-05-14,Mitsubishi 1.5 Ton 3 Star Split AC,122,32537.35,85,102,122,117,122.85714285714286,46.30129073589091,6,5,1
2023-05-14,Non-Fiction,264,65447.85,265,209,260,227,146.85714285714286,68.75906866595494,6,5,1
2023-05-14,Shirt,110,28110.88,86,108,57,70,131.14285714285714,68.22372161115345,6,5,1
2023-05-14,Shoes,130,36930.56,206,182,143,186,143.0,73.57535819371398,6,5,1
2023-05-14,Shorts,103,24323.51,102,106,90,127,135.57142857142858,74.89293945995416,6,5,1
2023-05-14,Smartphone,278,76520.3,182,258,252,311,140.85714285714286,76.94679670921658,6,5,1
2023-05-14,Snacks,130,32602.97,59,131,96,111,140.71428571428572,77.1226604955038,6,5,1
2023-05-14,Soft Drink,155,46135.4,167,243,165,205,152.42857142857142,73.38677706248608,6,5,1
2023-05-14,T-shirt,228,60186.84,210,132,223,148,144.57142857142858,61.26950612623185,6,5,1
2023-05-14,Tablet,177,45255.43,176,260,177,176,157.42857142857142,56.16006037169448,6,5,1
2023-05-14,Television,239,58654.81,126,127,137,173,146.0,52.65928218272617,6,5,1
2023-05-14,Thriller,93,28185.78,135,71,87,151,150.71428571428572,49.44260742084112,6,5,1
2023-05-14,Tools,45,6244.46,53,112,84,69,132.28571428571428,58.96245778943924,6,5,1
2023-05-14,Water,304,75195.18000000001,425,343,396,346,184.57142857142856,116.92854961165692,6,5,1
2023-05-15,Bathroom,104,29335.13,74,86,66,82,171.28571428571428,124.30837231888856,0,5,0
2023-05-15,Bedding,95,19831.77,131,78,82,60,160.0,123.79283770342552,0,5,0
2023-05-15,BlueStar AC,29,6923.93,37,57,56,35,140.14285714285714,131.69463235256086,0,5,0
2023-05-15,Children's,99,20619.91,80,74,80,85,133.57142857142858,133.65110941409736,0,5,0
2023-05-15,Chocolate,86,19009.99,49,69,115,73,121.28571428571428,137.39810077012734,0,5,0
2023-05-15,Coffee,38,8786.74,50,62,127,72,120.85714285714286,137.65104258162918,0,5,0
2023-05-15,Decorations,216,52923.29,167,228,148,199,84.0,47.96526521001024,0,5,0
2023-05-15,Dress,107,23540.5,111,75,103,105,89.28571428571429,48.71247029154564,0,5,0
2023-05-15,Fiction,275,60502.2,228,239,259,246,103.14285714285714,71.17450051675449,0,5,0
2023-05-15,Fridge,91,22463.16,78,94,84,111,109.0,66.34756966159321,0,5,0
2023-05-15,Furniture,151,37986.21,170,229,183,176,121.85714285714286,68.47731636931186,0,5,0
2023-05-15,Headphones,84,20773.38,100,82,101,102,129.14285714285714,61.82348143822726,0,5,0
2023-05-15,Jacket,124,27804.84,86,110,101,79,134.28571428571428,55.29531109028508,0,5,0
2023-05-15,Jeans,113,25998.41,39,73,93,81,116.0,63.26399713370394,0,5,0
2023-05-15,Juice,178,43890.83,178,185,185,151,125.57142857142856,67.31977704176056,0,5,0
2023-05-15,Kitchen,78,16908.2,98,53,78,66,107.0,50.07660797884207,0,5,0
2023-05-15,Laptop,73,16476.64,31,67,66,85,100.28571428571428,57.25007797873631,0,5,0
2023-05-15,Lighting,65,15188.06,127,102,56,86,94.14285714285714,50.42297284448971,0,5,0
2023-05-15,Literature,62,17074.06,52,74,56,83,87.28571428571429,52.70583233290899,0,5,0
2023-05-15,Mitsubishi 1.5 Ton 3 Star Split AC,98,24898.82,122,88,92,125,92.42857142857144,54.29197958832412,0,5,0
2023-05-15,Non-Fiction,325,77345.12,264,313,262,337,124.57142857142856,78.5660171296663,0,5,0
2023-05-15,Shirt,110,27902.99,110,97,121,99,114.85714285714286,74.98094996159242,0,5,0
2023-05-15,Shoes,235,55423.0,130,216,168,158,119.42857142857144,74.75706687410239,0,5,0
2023-05-15,Shorts,111,30089.74,103,145,96,97,129.71428571428572,64.86065650226442,0,5,0
2023-05-15,Smartphone,263,60313.68,278,255,222,218,151.28571428571428,85.6012349710646,0,5,0
2023-05-15,Snacks,80,16236.54,130,105,121,93,162.42857142857142,74.9352101103727,0,5,0
2023-05-15,Soft Drink,158,34638.37,155,206,141,216,167.14285714285714,72.98042790462966,0,5,0
2023-05-15,T-shirt,160,43754.91,228,160,209,173,162.0,65.9469483751901,0,5,0
2023-05-15,Tablet,143,36646.73,177,198,150,175,171.57142857142858,61.87852924037847,0,5,0
2023-05-15,Television,182,46054.5,239,180,154,199,187.14285714285717,63.37041520938239,0,5,0
2023-05-15,Thriller,81,20520.32,93,76,70,64,185.7142857142857,65.65494214886971,0,5,0
2023-05-15,Tools,70,12419.81,45,119,116,107,152.42857142857142,69.99013535934212,0,5,0
2023-05-15,Water,292,66722.81999999999,304,336,357,341,177.28571428571428,89.01070026634302,0,5,0
2023-05-16,Bathroom,109,24698.64,104,65,67,93,170.0,93.13073248575536,1,5,0
2023-05-16,Bedding,120,41562.68,95,92,61,66,151.0,92.892410884851,1,5,0
2023-05-16,BlueStar AC,25,5393.92,29,21,25,41,129.85714285714286,102.34977376856368,1,5,0
2023-05-16,Children's,88,16896.28,99,63,68,56,109.85714285714286,90.455198065909,1,5,0
2023-05-16,Chocolate,45,10769.15,86,111,91,90,108.85714285714286,90.71094857003844,1,5,0
2023-05-16,Coffee,85,21324.79,38,52,90,106,107.85714285714286,91.5667854108473,1,5,0
2023-05-16,Decorations,116,30132.42,216,169,156,184,95.28571428571428,61.132954249226806,1,5,0
2023-05-16,Dress,70,18460.29,107,110,67,69,95.71428571428572,61.21468855787848,1,5,0
2023-05-16,Fiction,177,41186.85,275,285,248,353,121.42857142857144,91.28500633155674,1,5,0
2023-05-16,Fridge,92,17610.39,91,134,121,134,130.28571428571428,83.49793268042471,1,5,0
2023-05-16,Furniture,178,46499.77,151,197,175,189,137.71428571428572,82.55849297258726,1,5,0
2023-05-16,Headphones,47,11079.48,84,97,71,83,137.42857142857142,82.77048013000987,1,5,0
2023-05-16,Jacket,56,14096.23,124,52,119,116,149.71428571428572,71.1142608429426,1,5,0
2023-05-16,Jeans,97,22283.85,113,56,79,72,135.0,65.55150646628938,1,5,0
2023-05-16,Juice,201,47616.27,178,154,156,145,145.14285714285714,65.98845497870194,1,5,0
2023-05-16,Kitchen,48,11887.02,78,93,83,56,117.0,37.03151810732727,1,5,0
2023-05-16,Laptop,109,27318.47,73,132,96,78,114.42857142857144,39.66886748596462,1,5,0
2023-05-16,Lighting,65,22154.29,65,64,124,87,102.14285714285714,39.7719690713132,1,5,0
2023-05-16,Literature,129,31188.73,62,145,121,100,99.0,42.23742416388538,1,5,0
2023-05-16,Mitsubishi 1.5 Ton 3 Star Split AC,117,23576.87,98,118,105,149,95.28571428571428,40.79098873409088,1,5,0
2023-05-16,Non-Fiction,347,87185.64,325,274,253,192,125.57142857142856,96.6244571228511,1,5,0
2023-05-16,Shirt,82,15377.15,110,81,66,87,115.85714285714286,93.85348256978088,1,5,0
2023-05-16,Shoes,191,52396.6,235,193,236,188,138.28571428571428,101.72792845905892,1,5,0
2023-05-16,Shorts,76,21149.96,111,93,53,90,143.71428571428572,98.63014124447324,1,5,0
2023-05-16,Smartphone,323,73958.11,263,249,273,347,172.0,100.66445913694328,1,5,0
2023-05-16,Snacks,90,23631.07,80,73,55,82,174.57142857142858,97.56853513105052,1,5,0
2023-05-16,Soft Drink,148,37683.74,158,160,114,180,183.14285714285717,92.20887262338796,1,5,0
2023-05-16,T-shirt,222,51073.42,160,162,196,212,159.57142857142858,67.74672720965224,1,5,0
